occupation,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
Other-service,Black,Female,0,0,20,United-States,<=50K
Prof-specialty,White,Female,0,0,48,United-States,>50K
?,White,Female,0,0,20,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,10,United-States,<=50K
Prof-specialty,White,Male,0,0,50,?,>50K
Other-service,White,Female,0,0,35,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,15,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,3,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,35,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,35,United-States,<=50K
Craft-repair,White,Male,0,0,55,United-States,<=50K
Craft-repair,White,Male,0,0,46,?,<=50K
Machine-op-inspct,White,Male,0,0,25,United-States,<=50K
?,White,Male,0,0,18,United-States,<=50K
Craft-repair,Black,Male,0,0,40,?,<=50K
?,White,Female,0,0,8,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,56,United-States,>50K
Other-service,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,55,United-States,>50K
Sales,White,Male,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,30,United-States,<=50K
Adm-clerical,White,Female,0,0,60,United-States,<=50K
Craft-repair,White,Male,0,0,40,Mexico,<=50K
Exec-managerial,White,Male,0,0,80,United-States,>50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,42,United-States,>50K
Other-service,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,70,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,>50K
Adm-clerical,Black,Male,0,0,35,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
?,White,Male,0,0,30,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,38,United-States,<=50K
Other-service,White,Female,0,0,30,United-States,<=50K
Adm-clerical,White,Female,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
?,White,Male,0,0,35,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,Canada,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Prof-specialty,Black,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,60,United-States,<=50K
Protective-serv,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
Machine-op-inspct,Other,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,24,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,<=50K
Sales,White,Female,0,0,35,United-States,<=50K
Prof-specialty,White,Female,0,0,65,United-States,>50K
Transport-moving,White,Male,0,0,50,United-States,>50K
Other-service,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,70,United-States,>50K
?,Black,Female,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,30,United-States,>50K
Machine-op-inspct,White,Male,0,0,48,United-States,<=50K
Farming-fishing,White,Male,0,0,60,United-States,<=50K
Farming-fishing,White,Male,0,0,70,United-States,<=50K
Craft-repair,Black,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,15,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Sales,White,Female,0,0,45,United-States,<=50K
Priv-house-serv,Black,Female,0,0,10,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Sales,Black,Male,0,0,60,United-States,<=50K
Transport-moving,White,Female,0,0,35,United-States,<=50K
Sales,White,Male,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,24,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,20,United-States,<=50K
Sales,White,Male,0,0,60,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,Mexico,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,54,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,>50K
Sales,Black,Female,0,0,38,United-States,<=50K
?,White,Female,0,0,32,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Priv-house-serv,White,Female,0,0,25,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Adm-clerical,White,Male,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,50,United-States,>50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,60,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,48,United-States,<=50K
Exec-managerial,White,Male,0,0,45,United-States,<=50K
Adm-clerical,White,Male,0,0,50,United-States,<=50K
Tech-support,White,Female,0,0,7,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,50,United-States,<=50K
Adm-clerical,White,Female,0,0,25,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,25,Columbia,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,30,United-States,<=50K
Prof-specialty,Asian-Pac-Islander,Male,0,0,10,India,<=50K
Adm-clerical,White,Male,0,0,25,United-States,<=50K
Transport-moving,White,Male,0,0,45,United-States,<=50K
Transport-moving,White,Male,0,0,46,United-States,<=50K
Craft-repair,White,Male,0,0,16,United-States,<=50K
Exec-managerial,White,Male,0,0,60,United-States,>50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Adm-clerical,Other,Female,0,0,35,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Cuba,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,50,United-States,>50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Female,0,0,30,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,80,United-States,>50K
Adm-clerical,Black,Male,0,0,40,?,<=50K
Farming-fishing,White,Female,0,0,56,United-States,<=50K
Craft-repair,White,Male,0,0,40,Germany,<=50K
Prof-specialty,White,Male,0,0,44,United-States,>50K
Handlers-cleaners,Black,Female,0,0,20,United-States,<=50K
Farming-fishing,White,Male,0,0,50,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,20,United-States,<=50K
Adm-clerical,White,Female,0,0,37,United-States,<=50K
Farming-fishing,White,Male,0,0,70,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,Asian-Pac-Islander,Male,0,0,40,India,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,38,United-States,<=50K
Adm-clerical,Asian-Pac-Islander,Male,0,0,38,United-States,<=50K
Tech-support,White,Female,0,0,35,United-States,<=50K
Exec-managerial,Asian-Pac-Islander,Male,0,0,40,Hong,>50K
Other-service,Black,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,45,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,50,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,48,United-States,<=50K
Prof-specialty,White,Female,0,0,30,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,48,Mexico,<=50K
Tech-support,White,Male,0,0,35,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,22,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,<=50K
Sales,White,Male,0,0,55,United-States,>50K
Craft-repair,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,25,United-States,<=50K
Prof-specialty,White,Male,0,0,35,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,80,United-States,>50K
Other-service,White,Male,0,0,40,Dominican-Republic,<=50K
Other-service,White,Female,0,0,99,?,<=50K
Exec-managerial,White,Male,0,0,44,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Exec-managerial,White,Male,0,0,50,United-States,<=50K
?,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,45,United-States,>50K
Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Transport-moving,Other,Male,0,0,40,Dominican-Republic,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,30,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Exec-managerial,Amer-Indian-Eskimo,Male,0,0,65,United-States,<=50K
Sales,White,Female,0,0,35,United-States,<=50K
?,White,Female,0,0,15,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,55,United-States,<=50K
Sales,Black,Female,0,0,15,United-States,<=50K
Sales,Black,Female,0,0,20,United-States,<=50K
?,White,Female,0,0,35,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Machine-op-inspct,White,Male,0,0,45,United-States,>50K
Craft-repair,White,Male,0,0,55,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,<=50K
?,White,Female,0,0,25,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
?,White,Female,0,0,20,United-States,<=50K
Machine-op-inspct,Black,Male,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,65,United-States,<=50K
Craft-repair,White,Male,0,0,45,United-States,<=50K
Exec-managerial,White,Female,0,0,99,United-States,<=50K
Sales,White,Male,0,0,28,United-States,<=50K
?,White,Male,0,0,40,Puerto-Rico,<=50K
Prof-specialty,White,Male,0,0,45,United-States,>50K
Sales,White,Male,0,0,40,United-States,<=50K
Farming-fishing,White,Male,0,0,50,United-States,>50K
Sales,White,Male,0,0,80,United-States,<=50K
Exec-managerial,White,Male,0,0,24,United-States,<=50K
Adm-clerical,White,Male,0,0,44,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Female,0,0,40,United-States,>50K
Tech-support,White,Male,0,0,45,United-States,<=50K
Farming-fishing,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,50,Germany,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Prof-specialty,White,Male,0,0,45,United-States,>50K
Exec-managerial,White,Female,0,0,50,United-States,<=50K
Sales,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Sales,White,Male,0,0,60,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Tech-support,White,Female,0,0,16,United-States,<=50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,12,United-States,<=50K
Transport-moving,White,Male,0,0,48,United-States,<=50K
?,White,Male,0,0,40,United-States,<=50K
Protective-serv,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Sales,White,Female,0,0,50,United-States,>50K
?,White,Male,0,0,1,United-States,>50K
Exec-managerial,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Handlers-cleaners,White,Female,0,0,48,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Other-service,Black,Male,0,0,10,United-States,<=50K
Other-service,White,Female,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,50,United-States,>50K
Prof-specialty,White,Male,0,0,60,United-States,>50K
Craft-repair,White,Male,0,0,30,United-States,<=50K
Transport-moving,Amer-Indian-Eskimo,Male,0,0,38,United-States,>50K
Sales,White,Male,0,0,25,United-States,<=50K
?,Black,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Male,0,0,40,United-States,>50K
Other-service,Amer-Indian-Eskimo,Female,0,0,40,Columbia,<=50K
Sales,White,Male,0,0,55,United-States,>50K
?,White,Female,0,0,43,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Transport-moving,Black,Male,0,0,40,United-States,<=50K
Adm-clerical,Black,Female,0,0,40,United-States,<=50K
Exec-managerial,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
?,White,Male,0,0,10,United-States,>50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,30,United-States,<=50K
Adm-clerical,White,Female,0,0,38,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Cuba,<=50K
Machine-op-inspct,White,Male,0,0,40,United-States,<=50K
Sales,White,Female,0,0,18,United-States,<=50K
Other-service,White,Female,0,0,6,United-States,<=50K
Craft-repair,White,Male,0,0,55,United-States,<=50K
Prof-specialty,Black,Female,0,0,40,United-States,>50K
Adm-clerical,White,Female,0,0,40,United-States,<=50K
Handlers-cleaners,White,Male,0,0,50,United-States,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
Tech-support,White,Male,0,0,15,United-States,<=50K
Prof-specialty,White,Male,0,0,70,United-States,<=50K
Exec-managerial,White,Male,0,0,50,United-States,>50K
Sales,White,Male,0,0,68,United-States,<=50K
Sales,White,Male,0,0,40,United-States,>50K
Prof-specialty,White,Male,0,0,40,United-States,<=50K
Other-service,White,Female,0,0,45,United-States,<=50K
Transport-moving,Black,Male,0,0,40,United-States,>50K
Other-service,White,Female,0,0,28,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,>50K
Sales,Asian-Pac-Islander,Female,0,0,30,Japan,>50K
Transport-moving,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,50,United-States,<=50K
Adm-clerical,White,Female,0,0,40,United-States,>50K
Handlers-cleaners,White,Male,0,0,40,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Prof-specialty,White,Female,0,0,40,United-States,>50K
Exec-managerial,Black,Male,0,0,25,United-States,<=50K
Exec-managerial,White,Female,0,0,25,United-States,<=50K
Prof-specialty,White,Male,0,0,15,United-States,<=50K
Exec-managerial,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Craft-repair,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Male,0,0,40,United-States,<=50K
Adm-clerical,White,Female,0,0,40,Germany,<=50K
Machine-op-inspct,White,Female,0,0,40,United-States,<=50K
